PROVID;CULTURE;Religion;TRADEGOOD;unused;indentured;lower_strata;middle_strata;proletariat;slaves;tribesmen;upper_strata;INDUSTRIALISATION;PROVINCE_RANK;NAME;AREA;TERRAIN;;;LITERACY;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type 2;Extra pop culture 2;Extra pop religion 2;Extra pop size 2;Extra pop type 3;Extra pop culture 3;Extra pop religion 3;Extra pop size 3;Extra pop type 4;Extra pop culture 4;Extra pop religion 4;Extra pop size 4;Extra pop type 5;Extra pop culture 5;Extra pop religion 5;Extra pop size 5;Extra pop type 6;Extra pop culture 6;Extra pop religion 6;Extra pop size 6;Extra pop type 7;Extra pop culture 7;Extra pop religion 7;Extra pop size 7
8625;amur;siberian_shamanism;wood;0;0;0;0;0;0;1;0;0;0;Terney;Guanwai;low_mountain;patched_state;Guanwai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8626;beihua;daoism;vegetables;0;0;114;0;0;0;0;0;10;0;Guyuan;Gansu;farmland;patched_state;Gansu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8627;yue;daoism;grain;0;0;70;3;0;7;0;2;10;0;Beihai;South Guangxi;farmland;patched_state;South Guangxi;;lower_strata;hakka;confucianism;20;;;;;;;;;;;;;;;;;;;;;;;;
8628;beihua;daoism;grain;0;0;58;2;2;0;0;3;10;0;PROV8628;East_Zhili;farmland;patched_state;East_Zhili;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8629;russian;orthodox;cloth;0;0;3;0;0;0;0;1;7;0;Yampil;Oriol;forest;patched_state;Oriol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8630;ping;daoism;grain;0;0;24;0;0;2;1;1;0;0;Longlan;North Guangxi;plains;patched_state;North Guangxi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8631;south_italian;catholic;inorganic_compounds;0;12;13;2;9;0;0;3;9;0;Capua;Campania;farmland;patched_state;Campania;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8632;croat;catholic;mediterranean_fruit;0;0;9;0;0;0;0;0;15;0;Ivanić;Kroatien;;patched_state;Kroatien;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8633;itelmen;siberian_shamanism;whales;0;0;0;0;0;0;0;0;0;0;Ichinskiy;Kamchatka;boreal_forest;patched_state;Kamchatka;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8634;miao;linh;cloth;0;0;7;0;0;0;0;0;0;0;Lao Cai;Tonkin;hills;patched_state;Tonkin;;lower_strata;vietnamese;linh;10;;;;;;;;;;;;;;;;;;;;;;;;
8635;sardinian;catholic;wool;0;0;12;1;2;0;0;0;6;0;Nuoro;Sardinia;hills;patched_state;Sardinia;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8636;assamese;hindu;tea;0;0;7;0;2;0;10;0;8;0;Bongaigon;Assam;low_mountain;patched_state;Assam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8637;sumatran;sunni;cloth;0;0;0;0;0;0;3;0;0;0;Lubuklinggau;Sumatra;dense_jungle;patched_state;Sumatra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8638;norteno;catholic;gold;0;0;2;0;0;0;0;0;0;0;Guanochi;Durango;hills;patched_state;Durango;;tribesmen;piman;catholic;1;;;;;;;;;;;;;;;;;;;;;;;;
8639;shangjiang;daoism;grain;0;0;257;0;0;0;0;0;10;0;Guangyang;Chongqing;farmland;patched_state;Chongqing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8640;occitan;catholic;cloth;0;0;24;2;0;0;0;1;12;0;Digne-les-Bains;Provence;;patched_state;Provence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8641;tajik;sunni;cloth;0;0;5;0;0;0;0;0;0;0;Chong-Alay;Kokand;extreme_mountain;patched_state;Kokand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8642;manchu;mahayana;wood;0;0;0;0;0;0;1;0;0;0;PROV8642;Guanwai;forest;patched_state;Guanwai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8643;eastern_sudanese;coptic;cloth;0;0;10;0;0;0;5;0;0;0;Al-Manaquil;Sudan;;patched_state;Sudan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8644;kazakh;sunni;cloth;0;0;0;0;0;0;3;0;0;0;Balqasch;Semipalatinsk;semi_arid;patched_state;Semipalatinsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8645;yue;daoism;fish;0;0;94;4;0;8;0;3;10;0;Qinzhou;South Guangxi;farmland;patched_state;South Guangxi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8646;roman;roman_pantheon;cloth;0;0;0;0;0;0;0;0;0;0;North Eyre;spare_state;coastal_terrain;patched_state;spare_state;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8647;ngbandi;hausa;cloth;0;0;0;0;0;0;2;0;0;0;PROV8647;Central_Africa;plains;patched_state;Central_Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8648;kazakh;sunni;livestock;0;0;7;0;0;0;0;0;0;0;Akqui;Xinjiang;low_mountain;patched_state;Xinjiang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8649;nubian;coptic;cloth;0;0;2;0;0;0;3;0;0;0;Atbara;Sudan;;patched_state;Sudan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8650;beihua;mahayana;wood;0;0;4;0;0;0;1;0;10;0;Aermuzhen;Hsiang;low_mountain;patched_state;Hsiang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8651;oirat;tengri;wood;0;0;0;0;0;0;0;0;0;0;Chazylar;Tuva;boreal_forest;patched_state;Tuva;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8652;bihari;hindu;tea;0;0;207;28;27;0;152;0;8;0;Katihar;Bahar;farmland;patched_state;Bahar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8653;minor_aboriginal;mythic;iron;0;0;0;0;0;0;0;0;0;0;PROV8653;Western_Australia;desert;patched_state;Western_Australia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8654;cochimi;catholic;cloth;0;0;0;0;0;0;1;0;0;0;Guaymas;Sonora;semi_arid;patched_state;Sonora;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8655;boer;reformed;mediterranean_fruit;0;0;2;0;0;0;0;0;0;0;Stellenbosch;South_Africa;hills;patched_state;South_Africa;;slaves;damara;khoi-san;1;;;;;;;;;;;;;;;;;;;;;;;;
8656;kashmiri;sunni;stone;0;0;0;0;0;0;3;0;0;0;Naran;Gilgit-Baltistan;extreme_mountain;patched_state;Gilgit-Baltistan;;tribesmen;balti;shiite;1;;;;;;;;;;;;;;;;;;;;;;;;
8657;samoyed;mari;wood;0;0;0;0;0;0;0;0;0;0;Aksarka;Tobol;boreal_forest;patched_state;Tobol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8658;pashtun;sunni;cloth;0;0;18;2;0;0;4;1;0;0;Reschawa;Kabul;farmland;patched_state;Kabul;;lower_strata;urdu;sunni;9;lower_strata;punjabi;sunni;4;;;;;;;;;;;;;;;;;;;;
8659;nubian;sunni;cloth;0;0;3;0;0;0;5;0;0;0;Ombada;Sudan;desert;patched_state;Sudan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8660;tuvan;mahayana;wood;0;0;1;0;0;0;1;0;0;0;Kyzyl;Tuva;plains;patched_state;Tuva;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8661;shona;catholic;grain;0;1;5;0;0;1;3;0;0;0;Beira;Mozambique;plains;patched_state;Mozambique;;slaves;shona;bantu;1;;;;;;;;;;;;;;;;;;;;;;;;
8662;sami;lutheran;fur;0;0;0;0;0;0;0;0;5;0;Hammerfest;Finmark;tundra;patched_state;Finmark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8663;russian;orthodox;cloth;0;0;2;0;0;0;0;0;7;0;Smolki;Tver;forest;patched_state;Tver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8664;sami;mari;fur;0;0;0;0;0;0;0;0;5;0;Hamningberg;Finmark;tundra;patched_state;Finmark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8665;belarusian;orthodox;cloth;0;0;8;0;0;0;0;0;10;0;Volkovichy;Mogilev;farmland;patched_state;Mogilev;;lower_strata;polish;catholic;2;lower_strata;lithuanian;catholic;1;;;;;;;;;;;;;;;;;;;;
8666;finnish;lutheran;inorganic_compounds;0;0;4;0;0;0;0;0;0;0;Honkajoki;Åbo;;patched_state;Åbo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8667;north_german;lutheran;cloth;0;0;7;2;1;0;0;0;20;0;Weimar;Sachsen-Anhalt;;patched_state;Sachsen-Anhalt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8668;ojibwe-potawatomi;waashat;wood;0;0;0;0;0;0;1;0;0;0;Dryden;Ontario;boreal_forest;patched_state;Ontario;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8669;north_german;lutheran;cloth;0;0;6;0;3;0;0;0;20;0;Goslar;Hannover;;patched_state;Hannover;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8670;russian;orthodox;wood;0;0;3;0;0;0;0;0;7;0;Krasnokholm;Orenburg;plains;patched_state;Orenburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8671;russian;orthodox;cloth;0;0;2;0;0;0;0;0;7;0;Shilovo;Tver;forest;patched_state;Tver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8672;serb;orthodox;grain;0;0;4;1;1;0;0;0;7;0;Prijedor;Bosna;;patched_state;Bosna;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8673;russian;orthodox;cloth;0;0;2;0;0;0;0;0;7;0;Kushalino;Tver;forest;patched_state;Tver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8674;polish;catholic;wool;0;0;21;1;2;0;0;0;10;0;Gorlice;Westgalizien;low_mountain;patched_state;Westgalizien;;lower_strata;ashkenazi;jewish;1;;;;;;;;;;;;;;;;;;;;;;;;
8675;portuguese;catholic;fish;0;0;18;4;0;0;0;0;10;0;Figueira da Foz;Lisboa;;patched_state;Lisboa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8676;xiajiang;daoism;grain;0;0;240;0;0;0;0;0;10;0;Lujiang;Anhui;farmland;patched_state;Anhui;;lower_strata;xiajiang;pure_land_buddhism;40;;;;;;;;;;;;;;;;;;;;;;;;
8677;yankee;lutheran;fish;0;0;3;1;0;0;0;0;15;0;Vineland;New Jersey;;patched_state;New Jersey;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8678;yankee;evangelical;wood;0;0;2;0;0;0;0;0;15;0;PROV8678;Ohio;forest;patched_state;Ohio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8679;anglo_canadian;lutheran;cloth;0;0;0;0;0;0;0;0;10;0;Barrie;Ontario;plains;patched_state;Ontario;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8680;marathi;hindu;vegetables;0;0;60;0;0;0;30;0;0;0;Ratnagiri;Gujarat;hills;patched_state;Gujarat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8681;kazakh;sunni;horses;0;0;0;0;0;0;0;0;0;0;Makat;Uralsk;semi_arid;patched_state;Uralsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8682;bashkir;orthodox;wood;0;0;2;0;0;0;0;0;0;0;Pervomaiskyi;Orenburg;hills;patched_state;Orenburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8683;portuguese;catholic;wood;0;0;11;2;4;0;0;1;10;0;Lagos;Algarve;;patched_state;Algarve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8684;croat;catholic;mediterranean_fruit;0;0;8;0;0;0;0;0;15;0;Glina;Kroatien;;patched_state;Kroatien;;lower_strata;serb;orthodox;1;;;;;;;;;;;;;;;;;;;;;;;;
8685;russian;orthodox;cloth;0;0;2;0;0;0;0;0;7;0;Vydrobuzhskoye;Tver;forest;patched_state;Tver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8686;aboriginal;mythic;cloth;0;0;0;0;0;0;0;0;0;0;PROV8686;Northern_Territory;sparse_jungle;patched_state;Northern_Territory;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8687;croat;catholic;coal;0;0;12;2;0;0;0;0;15;0;Postojna;Friuli;plains;patched_state;Friuli;10;lower_strata;north_italian;catholic;4;tribesmen;aromanian;catholic;1;;;;;;;;;;;;;;;;;;;;
8688;polish;catholic;iron;0;0;26;3;3;0;0;1;10;0;Neu Sandec;Westgalizien;low_mountain;patched_state;Westgalizien;;middle_strata;ashkenazi;jewish;1;middle_strata;austrian;catholic;1;lower_strata;ashkenazi;jewish;1;;;;;;;;;;;;;;;;
8689;afro_caribbean;evangelical;sugar;0;0;1;0;0;15;0;1;10;1;Kingston;Jamaica;;patched_state;Jamaica;;middle_strata;english;lutheran;1;upper_strata;english;lutheran;1;lower_strata;mulatto;lutheran;5;slaves;afro_caribbean;lutheran;5;;;;;;;;;;;;
8690;aboriginal;mythic;cloth;0;0;3;1;1;0;0;0;0;0;Katherine;Northern_Territory;sparse_jungle;patched_state;Northern_Territory;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8691;javanese;sunni;cloth;0;0;50;0;0;0;0;0;5;0;Klaten;Java;low_mountain;patched_state;Java;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8692;xiajiang;daoism;grain;0;0;240;0;0;0;0;0;10;0;Fuyang;Anhui;farmland;patched_state;Anhui;;lower_strata;xiajiang;pure_land_buddhism;40;;;;;;;;;;;;;;;;;;;;;;;;
8693;russian;orthodox;wood;0;0;2;0;0;0;0;0;7;0;Supra;Tyumen;forest;patched_state;Tyumen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8694;tunisian;ibadi;fish;0;0;8;0;0;0;0;0;7;0;Gabes;Gabes;semi_arid;patched_state;Gabes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8695;wichita;waashat;livestock;0;0;0;0;0;0;0;0;0;0;Talihina;Oklahoma;forest;patched_state;Oklahoma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8696;seneca;gaihwiio;wood;0;0;0;0;0;0;0;0;0;0;PROV8696;Ohio;forest;patched_state;Ohio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8697;ilocano;anito;wood;0;0;0;0;0;0;2;0;5;0;Maconacon;North Luzon;dense_jungle;patched_state;North Luzon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8698;kazakh;sunni;fish;0;0;0;0;0;0;0;0;0;0;PROV8698;Zakaspiya;desert;patched_state;Zakaspiya;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8699;ute;waashat;gold;0;0;0;0;0;0;0;0;0;0;Park Valley;Utah;desert;patched_state;Utah;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8700;hlai;theravada;hardwood;0;0;20;1;2;0;0;2;0;0;Sanya;Hainan;farmland;patched_state;Hainan;;lower_strata;hakka;confucianism;28;middle_strata;yue;mahayana;2;middle_strata;yue;daoism;3;;;;;;;;;;;;;;;;
8701;dixie;anglican;grain;0;0;3;4;0;0;0;1;15;0;Norfolk;Virginia;;patched_state;Virginia;;slaves;afroamerican;anglican;6;;;;;;;;;;;;;;;;;;;;;;;;
8702;roman;catholic;cloth;0;0;1;1;0;0;0;0;0;0;PROV8702;spare_state;coastal_terrain;patched_state;spare_state;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8703;colombian;catholic;coffee;0;0;9;0;0;0;0;0;10;0;Mojana;Cundinamarca;plains;patched_state;Cundinamarca;;tribesmen;zaque;muisca;2;;;;;;;;;;;;;;;;;;;;;;;;
8704;dixie;evangelical;textile_fibres;0;0;6;2;1;0;0;1;15;0;Nashville;Tennessee;farmland;patched_state;Tennessee;;slaves;afroamerican;evangelical;4;;;;;;;;;;;;;;;;;;;;;;;;
8705;vietnamese;linh;coffee;0;0;5;1;0;0;0;0;6;0;Lang Chang;Tonkin;dense_jungle;patched_state;Tonkin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8706;yanktonai;waashat;cloth;0;0;0;0;0;0;0;0;0;0;PROV8706;Wisconsin;forest;patched_state;Wisconsin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8707;miao;linh;cloth;0;0;6;0;0;0;0;0;0;0;Phiang;Laos;;patched_state;Laos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8708;nyungan;mythic;grain;0;0;0;0;0;0;0;0;0;0;Albany;Western_Australia;plains;patched_state;Western_Australia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8709;latin_caribbean;catholic;livestock;0;0;6;0;0;0;0;1;7;0;Cienfuegos;Cuba;plains;patched_state;Cuba;12;lower_strata;zambo;catholic;2;;;;;lower_strata;castilian;catholic;2;;;;;;;;;;;;;;;;
8710;javanese;sunni;livestock;0;0;90;0;0;0;0;0;5;0;Pemalang;Java;plains;patched_state;Java;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8711;koasati;catholic;livestock;0;0;0;0;0;0;0;0;0;0;Victoria;Texas;plains;patched_state;Texas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8712;russian;orthodox;wood;0;0;4;1;0;0;0;0;7;0;Tobolsk;Tyumen;plains;patched_state;Tyumen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8713;tamazight;sunni;palm;0;0;1;0;0;0;2;0;0;0;Tozeur;Gabes;desert;patched_state;Gabes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8714;russian;orthodox;wood;0;0;4;1;0;0;0;0;7;0;Khanty-Mansi;Khanty-Mansi;boreal_forest;patched_state;Khanty-Mansi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8715;ute;waashat;cloth;0;0;0;0;0;0;0;0;0;0;California Mountains;California;extreme_mountain;patched_state;California;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8716;kongo;bantu;hardwood;0;0;0;0;0;0;2;0;0;0;PROV8716;Gabon;dense_jungle;patched_state;Gabon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8717;roman;catholic;cloth;0;0;0;0;0;0;0;0;0;0;Gairdner;spare_state;coastal_terrain;patched_state;spare_state;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8718;manchu;mahayana;cloth;0;0;0;0;0;0;0;0;0;0;Raohe;Sungkiang;forest;patched_state;Sungkiang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8719;vietnamese;linh;cloth;0;0;25;0;0;0;0;0;6;0;Ha Tinh;Tonkin;;patched_state;Tonkin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8720;russian;orthodox;cloth;0;0;2;0;0;0;0;0;7;0;Alga;Bukeyev;plains;patched_state;Bukeyev;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8721;manchu;mahayana;wood;0;0;1;0;0;0;1;0;0;0;Amurzet;Heilongjiang;hills;patched_state;Heilongjiang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8722;vietnamese;linh;cloth;0;0;65;0;0;0;0;0;6;0;Phu Ly;Tonkin;farmland;patched_state;Tonkin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8723;dixie;evangelical;tobacco;0;0;3;2;0;0;0;0;15;0;Danville;Virginia;;patched_state;Virginia;;slaves;afroamerican;evangelical;5;;;;;;;;;;;;;;;;;;;;;;;;
8724;shan;linh;cloth;0;0;1;0;0;0;3;0;0;0;Pai;Lan Na;low_mountain;patched_state;Lan Na;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8725;kachin;theravada;tea;0;0;77;0;0;0;0;1;0;0;Yuxi;Yunnan;low_mountain;patched_state;Yunnan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8726;sundanese;sunni;cloth;0;0;60;0;0;0;20;0;0;0;Tasikmalaya;Java;low_mountain;patched_state;Java;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8727;levantine;sunni;mediterranean_fruit;0;0;5;0;0;0;0;0;10;0;Tel Aviv;Palestine;;patched_state;Palestine;;lower_strata;levantine;orthodox;4;;;;;;;;;;;;;;;;;;;;;;;;
8728;khakas;sunni;wood;0;0;0;0;0;0;0;0;0;0;Khmeleva;Tyumen;boreal_forest;patched_state;Tyumen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8729;moroccan;sunni;mediterranean_fruit;0;0;2;0;0;0;5;0;5;0;Agoudal;Tafilalt;extreme_mountain;patched_state;Tafilalt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8730;chumash;earth_lodge;cloth;0;0;0;0;0;0;0;0;0;0;San Luis Obispo;California;hills;patched_state;California;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8731;chiricahua;catholic;cloth;0;0;0;0;0;0;0;0;0;0;Delicias;Durango;desert;patched_state;Durango;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8732;russian;orthodox;wood;0;0;2;0;0;0;0;0;7;0;Kuminovskoye;Sverdlovsk;boreal_forest;patched_state;Sverdlovsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8733;japanese;mahayana;grain;0;0;128;5;0;0;0;5;10;0;Hamamatsu;Chubu;plains;patched_state;Chubu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8734;altai;sunni;wood;0;0;0;0;0;0;1;0;0;0;Gari;Sverdlovsk;boreal_forest;patched_state;Sverdlovsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8735;manchu;mahayana;vegetables;0;0;0;0;0;0;0;0;0;0;Shuangyashan;Sungkiang;forest;patched_state;Sungkiang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8736;afar;sunni;fish;0;0;6;0;0;4;7;0;0;0;Dschibuti;Djibouti;;patched_state;Djibouti;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8737;manchu;mahayana;wood;0;0;2;0;0;0;3;0;0;0;Wapenyao;Heilongjiang;forest;patched_state;Heilongjiang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8738;thai;linh;cloth;0;0;5;0;0;0;0;0;5;0;Muang Xon;Laos;;patched_state;Laos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8739;yanktonai;waashat;livestock;0;0;0;0;0;0;0;0;0;0;Wauway;South_Dakota;plains;patched_state;South_Dakota;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8740;kachin;linh;cloth;0;0;0;0;0;0;2;0;0;0;PROV8740;Burma;;patched_state;Burma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8741;brazilian;catholic;sugar;0;0;7;0;0;0;0;0;8;0;Joao Pessoa;Paraíba;plains;patched_state;Paraíba;;slaves;afro_portuguese;catholic;1;;;;;;;;;;;;;;;;;;;;;;;;
8742;ping;linh;tobacco;0;0;70;0;0;0;0;0;0;0;Paotai;Yunnan;low_mountain;patched_state;Yunnan;;lower_strata;shangjiang;daoism;20;;;;;;;;;;;;;;;;;;;;;;;;
8743;sundanese;sunni;cloth;0;0;89;0;0;0;0;0;0;0;Koleberes;Java;low_mountain;patched_state;Java;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8744;brazilian;catholic;coffee;0;0;5;0;0;0;0;0;8;0;Cabo Frio;Rio de Janeiro;plains;patched_state;Rio de Janeiro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8745;shan;theravada;cloth;0;0;0;0;0;0;1;0;0;0;PROV8745;Burma;;patched_state;Burma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8746;puelche;tain_feyentun;livestock;0;0;0;0;0;0;7;0;0;0;San José de Corocorto;La Pampa;;patched_state;La Pampa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8747;chiricahua;catholic;cloth;0;0;0;0;0;0;0;0;0;0;Santa Barbara;Durango;semi_arid;patched_state;Durango;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8748;dolgan;sunni;wood;0;0;0;0;0;0;0;0;0;0;Yugorsk;Khanty-Mansi;boreal_forest;patched_state;Khanty-Mansi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8749;amharic;coptic;horses;0;0;7;0;0;12;18;0;3;0;Debre Berhan;Abyssinia;desert;patched_state;Abyssinia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8750;malinke;serer;cloth;0;0;2;0;0;7;19;0;0;0;Keédugu;Senegal;semi_arid;patched_state;Senegal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8751;pawnee;waashat;livestock;0;0;0;0;0;0;0;0;0;0;Kadoka;South_Dakota;semi_arid;patched_state;South_Dakota;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8752;malinke;serer;cloth;0;0;2;0;0;5;23;0;0;0;Farim;Guinea-Bissau;semi_arid;patched_state;Guinea-Bissau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8753;russian;orthodox;wood;0;0;12;0;0;0;0;0;7;0;Yoshkar-Ola;Kazan;farmland;patched_state;Kazan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8754;chilean;catholic;livestock;0;0;19;1;0;0;0;0;10;0;Chillán;Chile del Sur;hills;patched_state;Chile del Sur;;lower_strata;mapuche;syncretic_christian;2;tribesmen;mapuche;tain_feyentun;3;;;;;;;;;;;;;;;;;;;;
8755;central_american;catholic;wood;0;0;2;0;0;0;0;0;6;0;Yaviza;Panama;sparse_jungle;patched_state;Panama;;tribesmen;guaymi;catholic;1;;;;;;;;;;;;;;;;;;;;;;;;
8756;russian;orthodox;wood;0;0;1;0;0;0;0;0;7;0;Karitsa;Vologda;boreal_forest;patched_state;Vologda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8757;peruvian;catholic;lead;0;0;4;2;0;0;0;1;12;1;Cuzco;Cordillera Central;low_mountain;patched_state;Cordillera Central;;lower_strata;quechua;catholic;12;slaves;afro_andean;catholic;1;middle_strata;quechua;catholic;1;;;;;;;;;;;;;;;;
8758;;;;0;0;0;0;0;0;0;0;0;0;Vanajavesi;spare_state;coastal_terrain;spare_state;spare_state;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8759;belarusian;orthodox;cloth;0;0;7;0;0;0;0;0;10;0;Chocimsk;Mogilev;plains;patched_state;Mogilev;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8760;russian;orthodox;wood;0;0;4;0;0;0;0;0;7;0;Uchta;Vologda;boreal_forest;patched_state;Vologda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8761;ojibwe-potawatomi;gaihwiio;cloth;0;0;0;0;0;0;0;0;0;0;PROV8761;Michigan;forest;patched_state;Michigan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8762;samoyed;orthodox;wood;0;0;3;0;0;0;0;0;0;0;Adzherom;Vologda;boreal_forest;patched_state;Vologda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8763;north_german;lutheran;cloth;0;0;7;4;3;0;0;1;20;0;Goldberg;Niederschlesien;;patched_state;Niederschlesien;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8764;tatar;sunni;wood;0;0;3;0;0;0;0;0;0;0;Yurino;Kazan;forest;patched_state;Kazan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8765;swedish;lutheran;cloth;0;0;5;1;1;0;0;0;10;0;Kinna;state_470;;patched_state;state_470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8766;tuareg;sunni;grain;0;0;1;0;0;0;18;0;0;0;Am Timan;Chad;plains;patched_state;Chad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
